PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Droste, N.; Ring, I.; Santos, R.; Kettunen, M.								Ecological Fiscal Transfers in Europe - Evidence-Based Design Options for a Transnational Scheme								ECOLOGICAL ECONOMICS				147				373	382		10.1016/j.ecolecon.2018.01.031			MAY 2018	2018										3							WOS:000428008000033		
J	Fink, Sabine; Scheidegger, Christoph								Effects of barriers on functional connectivity of riparian plant habitats under climate change								ECOLOGICAL ENGINEERING				115				75	90		10.1016/j.ecoleng.2018.02.010			MAY 2018	2018										1							WOS:000427580600009		
J	Degens, Bradley P.; Krassoi, Rick; Galvin, Lynette; Reynolds, Brad; Micevska, Tina								Net acidity indicates the whole effluent toxicity of pH and dissolved metals in metalliferous saline waters								CHEMOSPHERE				198				492	500		10.1016/j.chemosphere.2018.01.129			MAY 2018	2018										0							WOS:000427338800057		
J	Laura Miserendino, Maria; Brand, Cecilia; Epele, Luis B.; Di Prinzio, Cecilia Y.; Omad, Guillermo H.; Archangelsky, Miguel; Martinez, Oscar; Kutschker, Adriana M.								Biotic diversity of benthic macroinvertebrates at contrasting glacier-fed systems in Patagonia Mountains: The role of environmental heterogeneity facing global warming								SCIENCE OF THE TOTAL ENVIRONMENT				622				152	163		10.1016/j.scitotenv.2017.11.320			MAY 1 2018	2018										1							WOS:000426349000018		
J	Machado, Anderson Abel de Souza; Spencer, Kate L.; Zarfl, Christiane; O'Shea, Francis T.								Unravelling metal mobility under complex contaminant signatures								SCIENCE OF THE TOTAL ENVIRONMENT				622				373	384		10.1016/j.scitotenv.2017.11.239			MAY 1 2018	2018										0							WOS:000426349000039		
J	Lencioni, Valeria								Glacial influence and stream macroinvertebrate biodiversity under climate change: Lessons from the Southern Alps								SCIENCE OF THE TOTAL ENVIRONMENT				622				563	575		10.1016/j.scitotenv.2017.11.266			MAY 1 2018	2018										8							WOS:000426349000059		
J	Zogaris, S.; Tachos, V.; Economou, A. N.; Chatzinikolaou, Y.; Koutsikos, N.; Schmutz, S.								A model-based fish bioassessment index for Eastern Mediterranean rivers: Application in a biogeographically diverse area								SCIENCE OF THE TOTAL ENVIRONMENT				622				676	689		10.1016/j.scitotenv.2017.11.293			MAY 1 2018	2018										3							WOS:000426349000070		
J	Blunt, Susanna M.; Sackett, Joshua D.; Rosen, Michael R.; Benotti, Mark J.; Trenholm, Rebecca A.; Vanderford, Brett J.; Hedlund, Brian P.; Moser, Duane P.								Association between degradation of pharmaceuticals and endocrine-disrupting compounds and microbial communities along a treated wastewater effluent gradient in Lake Mead								SCIENCE OF THE TOTAL ENVIRONMENT				622				1640	1648		10.1016/j.scitotenv.2017.10.052			MAY 1 2018	2018										3							WOS:000426349000159		
J	Davies, Sarah W.; Ries, Justin B.; Marchetti, Adrian; Castillo, Karl D.								Symbiodinium Functional Diversity in the Coral Siderastrea siderea Is Influenced by Thermal Stress and Reef Environment, but Not Ocean Acidification								FRONTIERS IN MARINE SCIENCE				5						UNSP 150	10.3389/fmars.2018.00150			APR 30 2018	2018										3							WOS:000457087000002		
J	Rossel, Sven; Arbizu, Pedro Martinez								Effects of Sample Fixation on Specimen Identification in Biodiversity Assemblies Based on Proteomic Data (MALDI-TOF)								FRONTIERS IN MARINE SCIENCE				5						UNSP 149	10.3389/fmars.2018.00149			APR 30 2018	2018										3							WOS:000457087000001		
