PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	He, Qiang; Silliman, Brian R.; Cui, Baoshan								Incorporating thresholds into understanding salinity tolerance: A study using salt-tolerant plants in salt marshes								ECOLOGY AND EVOLUTION				7	16			6326	6333		10.1002/ece3.3209			AUG 2017	2017										2							WOS:000409528000024		
J	Herrera-Ramirez, David; Andreu-Hayles, Laia; del Valle, Jorge I.; Santos, Guaciara M.; Gonzalez, Paula L. M.								Nonannual tree rings in a climate-sensitive Prioria copaifera chronology in the Atrato River, Colombia								ECOLOGY AND EVOLUTION				7	16			6334	6345		10.1002/ece3.2905			AUG 2017	2017										1							WOS:000409528000025		
J	Southcott, Laura; Kronforst, Marcus R.								A neutral view of the evolving genomic architecture of speciation								ECOLOGY AND EVOLUTION				7	16			6358	6366		10.1002/ece3.3190			AUG 2017	2017										2							WOS:000409528000027		
J	Lamb, Juliet S.; Satge, Yvan G.; Jodice, Patrick G. R.								Influence of density-dependent competition on foraging and migratory behavior of a subtropical colonial seabird								ECOLOGY AND EVOLUTION				7	16			6469	6481		10.1002/ece3.3216			AUG 2017	2017										3							WOS:000409528000037		
J	Evans, Tracie M.; Cavers, Stephen; Ennos, Richard; Vanbergen, Adam J.; Heard, Matthew S.								Florally rich habitats reduce insect pollination and the reproductive success of isolated plants								ECOLOGY AND EVOLUTION				7	16			6507	6518		10.1002/ece3.3186			AUG 2017	2017										0							WOS:000409528000040		
J	Quesada-Calderon, Suany; Daniel Bacigalupe, Leonardo; Fernando Toro-Velez, Andres; Arturo Madera-Parra, Carlos; Ricardo Pena-Varon, Miguel; Cardenas-Henao, Heiber								The multigenerational effects of water contamination and endocrine disrupting chemicals on the fitness of Drosophila melanogaster								ECOLOGY AND EVOLUTION				7	16			6519	6526		10.1002/ece3.3172			AUG 2017	2017										2							WOS:000409528000041		
J	Noto, Akana E.; Shurin, Jonathan B.								Interactions among salt marsh plants vary geographically but not latitudinally along the California coast								ECOLOGY AND EVOLUTION				7	16			6549	6558		10.1002/ece3.3191			AUG 2017	2017										0							WOS:000409528000044		
J	Tetzlaff, Sasha J.; Carter, Evin T.; DeGregorio, Brett A.; Ravesi, Michael J.; Kingsbury, Bruce A.								To forage, mate, or thermoregulate: Influence of resource manipulation on male rattlesnake behavior								ECOLOGY AND EVOLUTION				7	16			6606	6613		10.1002/ece3.3193			AUG 2017	2017										1							WOS:000409528000049		
J	Kooijman, A. M.; van Til, M.; Noordijk, E.; Remke, E.; Kalbitz, K.								Nitrogen deposition and grass encroachment in calcareous and acidic Grey dunes (H2130) in NW-Europe								BIOLOGICAL CONSERVATION				212				406	415		10.1016/j.biocon.2016.08.009			AUG 2017	2017										6							WOS:000408782700004		
J	Alados, Concepcion L.; Saiz, Hugo; Gartzia, Maite; Nuche, Paloma; Escos, Juan; Navarro, Teresa; Pueyo, Yolanda								Plant-plant interactions scale up to produce vegetation spatial patterns: the influence of long- and short-term process								ECOSPHERE				8	8					e01915	10.1002/ecs2.1915			AUG 2017	2017										0							WOS:000409094000004		
